user_id,prd_id,title,ranking
Guatemala,Cosmetics,Cosmetics,9266
Denmark,Vegetables,Vegetables,3138
Denmark,Vegetables,Vegetables,5210
Central African Republic,Beverages,Beverages,2204
Zimbabwe,Baby Food,Baby Food,7876
Germany,Fruits,Fruits,8011
Liberia,Meat,Meat,5428
Sierra Leone,Cereal,Cereal,4974
Panama,Snacks,Snacks,8530
China,Snacks,Snacks,6
Hungary,Clothes,Clothes,346
South Sudan,Personal Care,Personal Care,2522
Egypt,Snacks,Snacks,6540
Djibouti,Vegetables,Vegetables,4435
Portugal,Fruits,Fruits,5276
Uzbekistan,Personal Care,Personal Care,160
East Timor,Fruits,Fruits,7218
Tanzania,Snacks,Snacks,6611
Serbia,Office Supplies,Office Supplies,5530
Kazakhstan,Fruits,Fruits,3201
Croatia,Fruits,Fruits,5877
Uganda,Clothes,Clothes,1845
Nigeria,Cosmetics,Cosmetics,6422
Cambodia,Beverages,Beverages,6957
Equatorial Guinea,Cosmetics,Cosmetics,7830
Iraq,Cosmetics,Cosmetics,5451
Fiji,Baby Food,Baby Food,3264
Norway,Household,Household,6741
El Salvador,Cosmetics,Cosmetics,8389
Thailand,Vegetables,Vegetables,2742
Bahrain,Baby Food,Baby Food,1368
Gabon,Clothes,Clothes,7866
Bulgaria,Meat,Meat,2866
Vietnam,Office Supplies,Office Supplies,9028
Nauru,Vegetables,Vegetables,6046
Estonia,Meat,Meat,5643
Andorra,Fruits,Fruits,6574
Saint Kitts and Nevis ,Clothes,Clothes,9624
Central African Republic,Office Supplies,Office Supplies,2612
Grenada,Baby Food,Baby Food,5386
Togo,Clothes,Clothes,4825
India,Meat,Meat,9842
Mali,Fruits,Fruits,6377
New Zealand,Meat,Meat,2406
El Salvador,Fruits,Fruits,2933
Chad,Beverages,Beverages,4993
Cameroon,Cosmetics,Cosmetics,2655
Mauritania,Vegetables,Vegetables,2017
The Gambia,Beverages,Beverages,6209
Mongolia,Cereal,Cereal,391
Eritrea,Vegetables,Vegetables,6757
Belize,Meat,Meat,9530
Mali,Beverages,Beverages,9965
Belize,Office Supplies,Office Supplies,1348
Iceland,Baby Food,Baby Food,3997
Panama,Office Supplies,Office Supplies,259
Uzbekistan,Personal Care,Personal Care,9516
Barbados,Baby Food,Baby Food,3177
Bangladesh,Office Supplies,Office Supplies,9686
Luxembourg,Fruits,Fruits,9516
Azerbaijan,Baby Food,Baby Food,172
San Marino,Cereal,Cereal,1190
China,Clothes,Clothes,9138
Croatia,Cosmetics,Cosmetics,2613
Andorra,Meat,Meat,7247
Democratic Republic of the Congo,Snacks,Snacks,700
Rwanda,Fruits,Fruits,7664
Eritrea,Office Supplies,Office Supplies,4863
Togo,Vegetables,Vegetables,6053
Cameroon,Personal Care,Personal Care,7018
South Africa,Cereal,Cereal,577
Singapore,Cosmetics,Cosmetics,1578
Monaco,Personal Care,Personal Care,1902
Madagascar,Meat,Meat,5458
Ukraine,Meat,Meat,3190
Mali,Clothes,Clothes,8072
Armenia,Meat,Meat,107
Netherlands,Clothes,Clothes,1332
Iran,Clothes,Clothes,816
Turkey,Vegetables,Vegetables,9655
Seychelles ,Vegetables,Vegetables,5980
Kazakhstan,Household,Household,9953
United Arab Emirates,Cereal,Cereal,8766
Senegal,Cereal,Cereal,1641
Barbados,Vegetables,Vegetables,4835
Vanuatu,Vegetables,Vegetables,6633
Iraq,Personal Care,Personal Care,2353
Cambodia,Fruits,Fruits,9343
Malawi,Clothes,Clothes,1983
Republic of the Congo,Cereal,Cereal,6685
Finland,Personal Care,Personal Care,6890
Vietnam,Cereal,Cereal,8072
Solomon Islands,Household,Household,2737
Grenada,Cereal,Cereal,5420
Vietnam,Fruits,Fruits,7689
Saint Kitts and Nevis ,Clothes,Clothes,3142
Switzerland,Office Supplies,Office Supplies,2409
Kyrgyzstan,Personal Care,Personal Care,8152
Vanuatu,Snacks,Snacks,63
Zimbabwe,Personal Care,Personal Care,9865
Liberia,Cosmetics,Cosmetics,6313
Spain,Household,Household,193
Bulgaria,Personal Care,Personal Care,9324
Hungary,Household,Household,3552
Saudi Arabia,Cereal,Cereal,9760
Czech Republic,Clothes,Clothes,6856
Serbia,Personal Care,Personal Care,784
Macedonia,Fruits,Fruits,9518
Somalia,Meat,Meat,8062
Federated States of Micronesia,Baby Food,Baby Food,3453
Fiji,Cosmetics,Cosmetics,9757
Romania,Personal Care,Personal Care,3074
Pakistan,Household,Household,6534
Guinea,Meat,Meat,5296
North Korea,Personal Care,Personal Care,1555
Zambia,Beverages,Beverages,9533
Dominica,Personal Care,Personal Care,486
Kuwait,Personal Care,Personal Care,7699
Turkey,Baby Food,Baby Food,1490
Egypt,Vegetables,Vegetables,4207
Djibouti,Household,Household,5231
Panama,Meat,Meat,5973
Federated States of Micronesia,Personal Care,Personal Care,4874
Saint Kitts and Nevis ,Fruits,Fruits,2410
Malaysia,Cereal,Cereal,6083
Slovakia,Office Supplies,Office Supplies,5431
Canada,Personal Care,Personal Care,7021
Djibouti,Clothes,Clothes,9452
Bhutan,Cereal,Cereal,8353
Egypt,Personal Care,Personal Care,1386
Macedonia,Fruits,Fruits,3243
Sao Tome and Principe,Cereal,Cereal,647
Federated States of Micronesia,Clothes,Clothes,7354
Maldives,Cereal,Cereal,9150
Brunei,Snacks,Snacks,8851
Liechtenstein,Office Supplies,Office Supplies,1308
Belgium,Meat,Meat,8399
Nicaragua,Vegetables,Vegetables,4035
Democratic Republic of the Congo,Meat,Meat,9160
Madagascar,Cereal,Cereal,6746
Romania,Office Supplies,Office Supplies,6799
Oman,Office Supplies,Office Supplies,1355
Federated States of Micronesia,Office Supplies,Office Supplies,9480
Montenegro,Cosmetics,Cosmetics,2275
Senegal,Household,Household,7868
United Arab Emirates,Household,Household,6421
Singapore,Beverages,Beverages,5126
Djibouti,Baby Food,Baby Food,3206
South Africa,Household,Household,6918
Algeria,Cosmetics,Cosmetics,4546
Dominican Republic,Cosmetics,Cosmetics,1408
Mongolia,Clothes,Clothes,4853
East Timor,Meat,Meat,9261
Croatia,Fruits,Fruits,1043
Mauritania,Vegetables,Vegetables,3640
Togo,Household,Household,2528
Malta,Vegetables,Vegetables,210
Vietnam,Cereal,Cereal,1224
Israel,Clothes,Clothes,7135
Dominica,Baby Food,Baby Food,1543
Guinea,Meat,Meat,5078
Japan,Snacks,Snacks,401
Singapore,Meat,Meat,7204
Antigua and Barbuda ,Snacks,Snacks,7211
Hungary,Fruits,Fruits,9177
Malta,Snacks,Snacks,3887
Tonga,Beverages,Beverages,9160
Lebanon,Meat,Meat,4844
Nicaragua,Household,Household,7819
Cape Verde,Cosmetics,Cosmetics,6996
Pakistan,Cosmetics,Cosmetics,8316
Marshall Islands,Cosmetics,Cosmetics,9755
Nauru,Baby Food,Baby Food,6317
Turkey,Fruits,Fruits,5038
Saudi Arabia,Meat,Meat,9985
Iraq,Cereal,Cereal,7257
Ethiopia,Personal Care,Personal Care,9984
Ukraine,Cereal,Cereal,3326
Malta,Cereal,Cereal,9478
Croatia,Office Supplies,Office Supplies,2661
Moldova ,Meat,Meat,4131
Sudan,Baby Food,Baby Food,7174
Jordan,Cosmetics,Cosmetics,2108
Ghana,Meat,Meat,1281
Kosovo,Baby Food,Baby Food,4072
The Gambia,Fruits,Fruits,1894
Federated States of Micronesia,Beverages,Beverages,3188
East Timor,Office Supplies,Office Supplies,8428
Kazakhstan,Office Supplies,Office Supplies,5119
The Bahamas,Baby Food,Baby Food,2797
Singapore,Household,Household,8030
Libya,Meat,Meat,9416
Madagascar,Clothes,Clothes,2584
Burkina Faso,Office Supplies,Office Supplies,5197
South Korea,Meat,Meat,1947
Cambodia,Beverages,Beverages,9556
South Korea,Office Supplies,Office Supplies,1781
Canada,Snacks,Snacks,4406
Oman,Snacks,Snacks,251
Ghana,Snacks,Snacks,4162
Pakistan,Personal Care,Personal Care,8021
United Kingdom,Vegetables,Vegetables,5737
Tuvalu,Household,Household,8254
Sao Tome and Principe,Personal Care,Personal Care,8546
Chad,Office Supplies,Office Supplies,6616
South Korea,Vegetables,Vegetables,4502
Lesotho,Vegetables,Vegetables,1270
Burundi,Fruits,Fruits,8020
Zambia,Fruits,Fruits,2880
Greenland,Snacks,Snacks,6013
Bhutan,Baby Food,Baby Food,4611
Benin,Cosmetics,Cosmetics,7897
Tunisia ,Cereal,Cereal,2126
Iceland,Cosmetics,Cosmetics,5584
Kyrgyzstan,Beverages,Beverages,3589
Libya,Meat,Meat,3489
Tajikistan,Office Supplies,Office Supplies,9664
Samoa ,Personal Care,Personal Care,8526
Georgia,Vegetables,Vegetables,3516
Republic of the Congo,Meat,Meat,109
Fiji,Fruits,Fruits,809
Eritrea,Cosmetics,Cosmetics,152
Austria,Office Supplies,Office Supplies,9706
El Salvador,Vegetables,Vegetables,3069
Nepal,Snacks,Snacks,872
Mongolia,Vegetables,Vegetables,5775
Albania,Vegetables,Vegetables,7470
Turkey,Fruits,Fruits,7683
Bhutan,Meat,Meat,5166
Lithuania,Cereal,Cereal,707
Democratic Republic of the Congo,Meat,Meat,2122
Nepal,Meat,Meat,9261
Mongolia,Vegetables,Vegetables,9003
Taiwan,Snacks,Snacks,260
India,Beverages,Beverages,8974
Vatican City,Fruits,Fruits,3117
Cote d'Ivoire,Household,Household,7697
Jamaica,Household,Household,9747
Grenada,Beverages,Beverages,3337
Nauru,Clothes,Clothes,4564
Estonia,Household,Household,6559
Czech Republic,Snacks,Snacks,4482
Senegal,Household,Household,525
Lesotho,Cosmetics,Cosmetics,8914
Denmark,Personal Care,Personal Care,901
Panama,Personal Care,Personal Care,9775
Jordan,Meat,Meat,5851
Malta,Snacks,Snacks,1479
Taiwan,Meat,Meat,6038
Nauru,Cosmetics,Cosmetics,939
Cambodia,Meat,Meat,4626
Andorra,Snacks,Snacks,7571
Mongolia,Snacks,Snacks,7280
Cape Verde,Clothes,Clothes,3288
Equatorial Guinea,Beverages,Beverages,2163
Gabon,Meat,Meat,2504
Saint Vincent and the Grenadines,Household,Household,9941
Turkey,Meat,Meat,2134
The Gambia,Baby Food,Baby Food,3776
Turkey,Beverages,Beverages,1590
Pakistan,Vegetables,Vegetables,9332
North Korea,Clothes,Clothes,2788
Serbia,Beverages,Beverages,4775
Jordan,Office Supplies,Office Supplies,141
Libya,Beverages,Beverages,767
San Marino,Personal Care,Personal Care,564
Czech Republic,Baby Food,Baby Food,474
Palau,Fruits,Fruits,3470
Bhutan,Household,Household,9558
Nauru,Vegetables,Vegetables,774
Cameroon,Vegetables,Vegetables,6185
Tuvalu,Meat,Meat,6890
Indonesia,Beverages,Beverages,1018
South Sudan,Cosmetics,Cosmetics,8731
Samoa ,Fruits,Fruits,7221
Benin,Meat,Meat,5712
Burundi,Clothes,Clothes,458
Trinidad and Tobago,Vegetables,Vegetables,9747
Dominican Republic,Snacks,Snacks,8894
Liechtenstein,Office Supplies,Office Supplies,5249
Iceland,Meat,Meat,3192
Central African Republic,Cereal,Cereal,9134
Federated States of Micronesia,Office Supplies,Office Supplies,6517
El Salvador,Meat,Meat,815
Spain,Fruits,Fruits,4532
Lithuania,Meat,Meat,2206
Norway,Fruits,Fruits,5402
Botswana,Beverages,Beverages,7721
San Marino,Vegetables,Vegetables,9791
Jordan,Baby Food,Baby Food,4274
Sweden,Office Supplies,Office Supplies,862
Cambodia,Beverages,Beverages,1279
Comoros,Beverages,Beverages,4280
Poland,Personal Care,Personal Care,651
Ukraine,Cosmetics,Cosmetics,8209
North Korea,Clothes,Clothes,6803
Grenada,Fruits,Fruits,3313
Guatemala,Household,Household,6649
Swaziland,Snacks,Snacks,2756
Iran,Meat,Meat,9605
The Bahamas,Meat,Meat,2201
North Korea,Vegetables,Vegetables,7582
Indonesia,Personal Care,Personal Care,9814
Liberia,Personal Care,Personal Care,4997
Tuvalu,Baby Food,Baby Food,6259
Kuwait,Snacks,Snacks,8762
Georgia,Meat,Meat,4698
Bulgaria,Cereal,Cereal,8291
Belgium,Clothes,Clothes,797
Netherlands,Office Supplies,Office Supplies,5500
Turkey,Baby Food,Baby Food,2719
Vietnam,Vegetables,Vegetables,4802
Togo,Fruits,Fruits,1128
Libya,Fruits,Fruits,3110
Afghanistan,Cosmetics,Cosmetics,9189
Cameroon,Office Supplies,Office Supplies,9840
Israel,Meat,Meat,2566
Swaziland,Household,Household,6904
Monaco,Vegetables,Vegetables,9422
Georgia,Household,Household,8718
Belize,Clothes,Clothes,422
Tanzania,Clothes,Clothes,2195
United Kingdom,Personal Care,Personal Care,8729
United States of America,Cosmetics,Cosmetics,6749
Portugal,Vegetables,Vegetables,9
Nicaragua,Clothes,Clothes,4295
Mauritania,Fruits,Fruits,2424
Burkina Faso,Fruits,Fruits,9246
United Arab Emirates,Office Supplies,Office Supplies,6639
Spain,Baby Food,Baby Food,8516
Democratic Republic of the Congo,Meat,Meat,5818
Vietnam,Cereal,Cereal,1520
Iceland,Cosmetics,Cosmetics,5626
Zimbabwe,Personal Care,Personal Care,172
Saint Vincent and the Grenadines,Personal Care,Personal Care,4225
Germany,Baby Food,Baby Food,8885
Morocco,Snacks,Snacks,2281
Andorra,Clothes,Clothes,4574
Bangladesh,Household,Household,2956
Cote d'Ivoire,Baby Food,Baby Food,6652
Israel,Personal Care,Personal Care,1916
Bangladesh,Clothes,Clothes,7035
Israel,Baby Food,Baby Food,7325
Saint Vincent and the Grenadines,Meat,Meat,135
Cameroon,Clothes,Clothes,9846
Serbia,Clothes,Clothes,2867
Haiti,Clothes,Clothes,2643
Mexico,Household,Household,4646
Turkmenistan,Meat,Meat,1381
Turkmenistan,Cereal,Cereal,7384
Burkina Faso,Fruits,Fruits,4223
Mali,Household,Household,5497
East Timor,Baby Food,Baby Food,1834
Germany,Snacks,Snacks,5897
Malawi,Household,Household,7378
Rwanda,Clothes,Clothes,8001
Russia,Personal Care,Personal Care,6519
Barbados,Fruits,Fruits,3720
Iceland,Cosmetics,Cosmetics,7421
Laos,Cereal,Cereal,7470
Iraq,Vegetables,Vegetables,747
Azerbaijan,Household,Household,6164
Mauritius ,Baby Food,Baby Food,9663
Sudan,Baby Food,Baby Food,9217
Poland,Personal Care,Personal Care,9831
Mexico,Cosmetics,Cosmetics,8542
Vatican City,Office Supplies,Office Supplies,9417
Cape Verde,Household,Household,8554
Chad,Office Supplies,Office Supplies,9084
Thailand,Baby Food,Baby Food,6167
Zimbabwe,Personal Care,Personal Care,1996
Uganda,Fruits,Fruits,794
Denmark,Fruits,Fruits,3817
Cyprus,Office Supplies,Office Supplies,4351
Italy,Clothes,Clothes,2712
East Timor,Baby Food,Baby Food,1250
Eritrea,Cereal,Cereal,9344
United Kingdom,Personal Care,Personal Care,8406
Finland,Cosmetics,Cosmetics,6878
Bahrain,Cosmetics,Cosmetics,5233
France,Vegetables,Vegetables,977
Vietnam,Clothes,Clothes,3645
Jordan,Beverages,Beverages,9806
Cambodia,Baby Food,Baby Food,8057
United States of America,Cereal,Cereal,4028
Dominican Republic,Cosmetics,Cosmetics,5381
France,Office Supplies,Office Supplies,6808
Uganda,Personal Care,Personal Care,5033
Gabon,Personal Care,Personal Care,3810
Yemen,Cereal,Cereal,8926
Libya,Clothes,Clothes,3198
Pakistan,Fruits,Fruits,1475
Hungary,Cereal,Cereal,5636
Cuba,Personal Care,Personal Care,9593
Iraq,Fruits,Fruits,4288
Italy,Cosmetics,Cosmetics,2695
Mali,Clothes,Clothes,4818
Kiribati,Baby Food,Baby Food,2694
Botswana,Baby Food,Baby Food,5390
Liberia,Personal Care,Personal Care,4005
Portugal,Beverages,Beverages,6668
Eritrea,Meat,Meat,3541
Nepal,Fruits,Fruits,1816
Sao Tome and Principe,Clothes,Clothes,717
Ethiopia,Household,Household,6499
Lithuania,Vegetables,Vegetables,7448
Rwanda,Fruits,Fruits,8880
Palau,Snacks,Snacks,8146
Laos,Fruits,Fruits,9624
Denmark,Household,Household,9726
Estonia,Fruits,Fruits,1894
United States of America,Baby Food,Baby Food,1602
Namibia,Beverages,Beverages,1354
Australia,Clothes,Clothes,5688
Papua New Guinea,Meat,Meat,6169
Bangladesh,Personal Care,Personal Care,6398
Montenegro,Beverages,Beverages,7003
Dominican Republic,Snacks,Snacks,646
Azerbaijan,Baby Food,Baby Food,7020
Djibouti,Clothes,Clothes,7847
Bosnia and Herzegovina,Office Supplies,Office Supplies,1883
Equatorial Guinea,Cosmetics,Cosmetics,9914
Belgium,Fruits,Fruits,9757
Afghanistan,Household,Household,1262
Namibia,Personal Care,Personal Care,1307
Guinea,Snacks,Snacks,8803
Mali,Fruits,Fruits,9695
Trinidad and Tobago,Household,Household,1954
Macedonia,Clothes,Clothes,586
Philippines,Cosmetics,Cosmetics,2627
Mongolia,Office Supplies,Office Supplies,2144
Trinidad and Tobago,Beverages,Beverages,5236
Serbia,Cereal,Cereal,5034
Thailand,Vegetables,Vegetables,6697
Greenland,Clothes,Clothes,2418
The Bahamas,Personal Care,Personal Care,6422
Malta,Snacks,Snacks,9962
Turkey,Meat,Meat,6326
Belize,Household,Household,5830
Guinea,Beverages,Beverages,823
Trinidad and Tobago,Cosmetics,Cosmetics,685
Uganda,Cereal,Cereal,6827
El Salvador,Fruits,Fruits,7691
Central African Republic,Cosmetics,Cosmetics,3751
Costa Rica,Vegetables,Vegetables,2513
Romania,Cereal,Cereal,3511
Brunei,Clothes,Clothes,3314
Ethiopia,Meat,Meat,520
Dominican Republic,Meat,Meat,759
Georgia,Snacks,Snacks,1693
Saudi Arabia,Office Supplies,Office Supplies,8012
Czech Republic,Cosmetics,Cosmetics,6442
Taiwan,Baby Food,Baby Food,737
Papua New Guinea,Meat,Meat,6683
Angola,Meat,Meat,7098
Niger,Office Supplies,Office Supplies,6829
United States of America,Beverages,Beverages,7758
Cote d'Ivoire,Vegetables,Vegetables,3795
Central African Republic,Cosmetics,Cosmetics,5883
Cameroon,Office Supplies,Office Supplies,6994
Belarus,Personal Care,Personal Care,7135
China,Personal Care,Personal Care,8341
The Gambia,Personal Care,Personal Care,9680
Armenia,Office Supplies,Office Supplies,2250
Guinea,Cosmetics,Cosmetics,4181
Albania,Office Supplies,Office Supplies,5634
Syria,Cereal,Cereal,3802
Indonesia,Household,Household,7908
Hungary,Snacks,Snacks,4207
South Sudan,Cereal,Cereal,985
Barbados,Snacks,Snacks,3561
Finland,Fruits,Fruits,9281
Sweden,Beverages,Beverages,2527
Somalia,Clothes,Clothes,9709
Tajikistan,Baby Food,Baby Food,4269
Honduras,Personal Care,Personal Care,1682
Dominica,Personal Care,Personal Care,4453
Guinea-Bissau,Household,Household,7116
Cyprus,Snacks,Snacks,1240
United Arab Emirates,Clothes,Clothes,424
Brunei,Baby Food,Baby Food,5297
Sudan,Cereal,Cereal,8520
Costa Rica,Household,Household,9786
Burundi,Beverages,Beverages,819
Jordan,Office Supplies,Office Supplies,372
Papua New Guinea,Cosmetics,Cosmetics,9233
Armenia,Personal Care,Personal Care,5219
Austria,Meat,Meat,8178
Canada,Cereal,Cereal,4991
Netherlands,Cosmetics,Cosmetics,4568
Seychelles ,Clothes,Clothes,2852
Slovakia,Meat,Meat,7816
Montenegro,Cosmetics,Cosmetics,4466
Republic of the Congo,Vegetables,Vegetables,9837
Chad,Personal Care,Personal Care,7997
Burundi,Vegetables,Vegetables,5044
Cyprus,Baby Food,Baby Food,4109
Israel,Snacks,Snacks,352
Pakistan,Cosmetics,Cosmetics,5966
Andorra,Cereal,Cereal,5175
Cuba,Household,Household,9233
Turkey,Beverages,Beverages,1426
Mozambique,Clothes,Clothes,2073
Burkina Faso,Baby Food,Baby Food,3521
Jamaica,Office Supplies,Office Supplies,5150
Finland,Clothes,Clothes,8372
Zimbabwe,Meat,Meat,1629
Belgium,Fruits,Fruits,5395
Seychelles ,Personal Care,Personal Care,7174
Sao Tome and Principe,Personal Care,Personal Care,6502
Togo,Clothes,Clothes,9948
Mexico,Fruits,Fruits,6109
Cape Verde,Cosmetics,Cosmetics,616
Iran,Household,Household,1129
Israel,Household,Household,2341
Mali,Baby Food,Baby Food,976
Greenland,Personal Care,Personal Care,789
Equatorial Guinea,Cosmetics,Cosmetics,7565
Iran,Office Supplies,Office Supplies,4122
Switzerland,Snacks,Snacks,5309
Lesotho,Baby Food,Baby Food,3005
Fiji,Vegetables,Vegetables,1122
Armenia,Fruits,Fruits,602
North Korea,Beverages,Beverages,4419
Sao Tome and Principe,Personal Care,Personal Care,2577
Iran,Vegetables,Vegetables,7113
Zambia,Office Supplies,Office Supplies,7095
Nigeria,Office Supplies,Office Supplies,3620
Uzbekistan,Personal Care,Personal Care,4818
Seychelles ,Meat,Meat,851
Portugal,Cereal,Cereal,8912
Armenia,Clothes,Clothes,8223
South Korea,Fruits,Fruits,5040
Lithuania,Baby Food,Baby Food,7648
France,Meat,Meat,1366
Kenya,Beverages,Beverages,3542
Bhutan,Clothes,Clothes,8555
Morocco,Baby Food,Baby Food,2817
Papua New Guinea,Beverages,Beverages,9770
Ethiopia,Vegetables,Vegetables,4888
Liechtenstein,Vegetables,Vegetables,676
Cameroon,Clothes,Clothes,1670
Equatorial Guinea,Office Supplies,Office Supplies,9437
Dominica,Baby Food,Baby Food,7575
Saint Lucia,Fruits,Fruits,6716
Somalia,Meat,Meat,9519
South Korea,Office Supplies,Office Supplies,5678
Central African Republic,Vegetables,Vegetables,6915
Vietnam,Personal Care,Personal Care,1986
Yemen,Office Supplies,Office Supplies,1677
Denmark,Baby Food,Baby Food,3806
Slovenia,Office Supplies,Office Supplies,8220
Belgium,Clothes,Clothes,1800
Israel,Clothes,Clothes,3457
Samoa ,Meat,Meat,9134
Italy,Personal Care,Personal Care,6803
Vatican City,Snacks,Snacks,1470
Latvia,Clothes,Clothes,171
Ireland,Baby Food,Baby Food,6974
Guinea,Beverages,Beverages,7976
Pakistan,Baby Food,Baby Food,6309
Bosnia and Herzegovina,Meat,Meat,7132
Papua New Guinea,Clothes,Clothes,2639
South Korea,Clothes,Clothes,7052
Madagascar,Household,Household,1628
Cyprus,Office Supplies,Office Supplies,9652
Uzbekistan,Baby Food,Baby Food,1441
Saint Vincent and the Grenadines,Fruits,Fruits,9344
Angola,Beverages,Beverages,2741
Sao Tome and Principe,Personal Care,Personal Care,3043
Belarus,Baby Food,Baby Food,8693
Palau,Personal Care,Personal Care,163
Morocco,Beverages,Beverages,4960
Belarus,Fruits,Fruits,2618
Rwanda,Beverages,Beverages,9706
Latvia,Cereal,Cereal,4823
Seychelles ,Cereal,Cereal,3597
Kyrgyzstan,Household,Household,3690
Kuwait,Baby Food,Baby Food,9795
Georgia,Baby Food,Baby Food,8635
Cambodia,Office Supplies,Office Supplies,3965
Barbados,Baby Food,Baby Food,1571
Gabon,Meat,Meat,4271
Syria,Vegetables,Vegetables,6913
Mongolia,Fruits,Fruits,1377
Lebanon,Meat,Meat,1574
Fiji,Meat,Meat,8447
Serbia,Meat,Meat,4969
Romania,Clothes,Clothes,1144
Italy,Vegetables,Vegetables,9011
Tajikistan,Vegetables,Vegetables,7634
Portugal,Household,Household,8114
Belize,Fruits,Fruits,8581
Ukraine,Snacks,Snacks,9194
Eritrea,Fruits,Fruits,7147
Dominican Republic,Baby Food,Baby Food,1663
Mali,Snacks,Snacks,8998
Bangladesh,Cereal,Cereal,7436
Jordan,Vegetables,Vegetables,2297
Armenia,Snacks,Snacks,927
Costa Rica,Snacks,Snacks,7708
Tunisia ,Office Supplies,Office Supplies,9050
Sudan,Beverages,Beverages,8396
Marshall Islands,Fruits,Fruits,1219
Austria,Vegetables,Vegetables,25
Benin,Baby Food,Baby Food,9348
Oman,Fruits,Fruits,758
Papua New Guinea,Meat,Meat,7851
France,Household,Household,1259
Trinidad and Tobago,Cereal,Cereal,3643
Grenada,Office Supplies,Office Supplies,4694
Guinea-Bissau,Beverages,Beverages,6137
Azerbaijan,Baby Food,Baby Food,6725
Nicaragua,Snacks,Snacks,7247
Netherlands,Household,Household,5518
Ghana,Personal Care,Personal Care,1387
Turkmenistan,Personal Care,Personal Care,1735
Tonga,Meat,Meat,5472
Afghanistan,Vegetables,Vegetables,8541
Finland,Clothes,Clothes,8915
Botswana,Personal Care,Personal Care,1600
Uzbekistan,Fruits,Fruits,3631
Thailand,Personal Care,Personal Care,9076
Australia,Household,Household,4034
Israel,Fruits,Fruits,1634
Slovakia,Office Supplies,Office Supplies,7037
Kenya,Meat,Meat,2436
Togo,Personal Care,Personal Care,2055
Maldives,Snacks,Snacks,7148
Netherlands,Cosmetics,Cosmetics,1002
Switzerland,Meat,Meat,3934
Burundi,Household,Household,8292
The Gambia,Meat,Meat,3457
Luxembourg,Personal Care,Personal Care,839
Equatorial Guinea,Household,Household,8881
Cameroon,Cosmetics,Cosmetics,8057
Jamaica,Meat,Meat,5871
Malawi,Cereal,Cereal,1859
Sao Tome and Principe,Vegetables,Vegetables,2590
Bulgaria,Fruits,Fruits,6661
Nepal,Cereal,Cereal,9703
Brunei,Snacks,Snacks,9377
Albania,Personal Care,Personal Care,374
New Zealand,Cereal,Cereal,9419
Barbados,Office Supplies,Office Supplies,267
Poland,Baby Food,Baby Food,8703
Latvia,Clothes,Clothes,7545
Kazakhstan,Cereal,Cereal,1642
Netherlands,Household,Household,2874
Greenland,Snacks,Snacks,5151
Saint Kitts and Nevis ,Baby Food,Baby Food,9416
Papua New Guinea,Vegetables,Vegetables,8643
Afghanistan,Cosmetics,Cosmetics,2837
Trinidad and Tobago,Meat,Meat,4033
Latvia,Meat,Meat,1299
Vietnam,Cereal,Cereal,5734
Laos,Cereal,Cereal,5468
Qatar,Vegetables,Vegetables,662
Mongolia,Personal Care,Personal Care,8507
Palau,Meat,Meat,8228
Honduras,Household,Household,6080
Trinidad and Tobago,Office Supplies,Office Supplies,349
Philippines,Office Supplies,Office Supplies,6352
Sao Tome and Principe,Snacks,Snacks,1438
Lebanon,Baby Food,Baby Food,9986
France,Cereal,Cereal,8408
Senegal,Fruits,Fruits,147
Kuwait,Vegetables,Vegetables,675
Qatar,Meat,Meat,2498
Chad,Meat,Meat,152
The Gambia,Cosmetics,Cosmetics,5204
Macedonia,Cosmetics,Cosmetics,1253
Singapore,Fruits,Fruits,8928
Uzbekistan,Snacks,Snacks,892
Libya,Personal Care,Personal Care,6835
Zimbabwe,Household,Household,8483
Saudi Arabia,Personal Care,Personal Care,4589
North Korea,Office Supplies,Office Supplies,5941
Honduras,Personal Care,Personal Care,354
Nepal,Beverages,Beverages,7679
India,Personal Care,Personal Care,4794
Sao Tome and Principe,Office Supplies,Office Supplies,611
Kosovo,Office Supplies,Office Supplies,1073
Greece,Cosmetics,Cosmetics,4152
Sudan,Personal Care,Personal Care,4855
Marshall Islands,Cereal,Cereal,216
Fiji,Vegetables,Vegetables,4304
Turkmenistan,Household,Household,3216
Morocco,Household,Household,84
Equatorial Guinea,Meat,Meat,67
Saint Vincent and the Grenadines,Meat,Meat,5359
Malawi,Household,Household,183
Malta,Fruits,Fruits,5794
Panama,Baby Food,Baby Food,5478
Nauru,Cosmetics,Cosmetics,9552
Kenya,Vegetables,Vegetables,365
Zimbabwe,Vegetables,Vegetables,7297
Kazakhstan,Snacks,Snacks,1759
Somalia,Personal Care,Personal Care,2194
Russia,Snacks,Snacks,9075
Philippines,Vegetables,Vegetables,9907
Hungary,Cosmetics,Cosmetics,4225
East Timor,Snacks,Snacks,8599
Austria,Meat,Meat,1625
Italy,Vegetables,Vegetables,8934
China,Fruits,Fruits,8188
Lithuania,Vegetables,Vegetables,4078
Nicaragua,Meat,Meat,3328
Iran,Personal Care,Personal Care,9693
Lithuania,Cosmetics,Cosmetics,8960
Singapore,Cosmetics,Cosmetics,3945
Zambia,Baby Food,Baby Food,9497
South Africa,Vegetables,Vegetables,7496
Fiji,Vegetables,Vegetables,1853
Lithuania,Household,Household,3511
Vatican City,Vegetables,Vegetables,5443
